C:\Users\arnulfo azcarraga\Desktop\Rgee\OOTO UNICEF\Datasets\ready for OOTO\preprocessed\national_15to17_preprocessed.csv,C:\Users\arnulfo azcarraga\Desktop\Rgee\OOTO UNICEF\Datasets\ready for OOTO\preprocessed\national_9to11_preprocessed.csv,,,
Question,Feature,Chi,Higher Or Lower,Degrees of Freedom
Mother,a3a,2.254536312,-,1
Father,a3b,1.381849576,-,1
Step or foster mother,a3c,0.927963228,-,1
Step or foster father,a3d,1.051555021,+,1
Grandparent(s) or other relatives,a3e,5.871437228,-,1
Siblings (including half; step or foster siblings),a3f,1.804655477,-,1
My spouse or partner (including boyfriend/girlfriend),a3g,2.731629799,+,1
My child or children,a3h,0.000955466,-,1
Parents (or relatives) of my spouse or partner,a3i,0.182101217,-,1
I live in a foster home or children's home,a3j,,,1
I live alone,a3k,,,1
Someone or somewhere else: please state____,a3l,0.774286795,-,1
I am a school student,a4a,42.41130798,-,1
I am a student in college,a4g,15.80330725,+,1
I am attending training in technical/vocational course,a4h,10.7616381,+,1
I do paid employment,a4c,14.94487741,+,1
I do unpaid work,a4d,1.279227231,+,1
I am looking for work,a4e,5.4940139,+,1
I help out at home,a4f,29.13008987,+,1
I am currently in a vacation,a4i,4.227178347,+,1
Schooling,a5,10.47574697,+,1
null,b1,697.3947902,-,15
Age,b3,24.29973448,+,1
At school or college,b6a,104.9618542,+,1
At home,b6b,44.9660554,+,1
In the home of friends or relatives,b6c,33.00724839,+,1
In a public place (for example; in libraries; cafés; computer shops),b6d,0.127481552,+,1
When I am on my way somewhere (e.g. on the street; in a bus or car),b6e,25.68114787,+,1
When I am somewhere by myself,b6f,74.12776912,+,1
PisoNet,b6g,5.396319386,-,1
A mobile phone that is not a smartphone,b7a,32.41271251,+,1
A smartphone [iPhone; Samsung Galaxy; Cherry Mobile; Star Mobile; etc],b7b,80.09848516,+,1
A desktop computer,b7c,0.435138093,+,1
A laptop or notebook computer,b7d,9.515637965,+,1
A tablet [iPad; Samsung Galaxy tab; PLDT Home tablet; etc],b7e,0.416494072,+,1
A games console [Playstation; Xbox; PSP; Nintendo; 3DS; etc],b7f,0.82733153,+,1
A mobile phone that is not a smartphone,b8a,11.05175907,+,1
A smartphone [iPhone; Samsung Galaxy; Cherry Mobile; Star Mobile; etc],b8b,42.081709,+,1
A desktop computer,b8c,3.672372011,+,1
A laptop or notebook computer,b8d,0.077467667,-,1
A tablet [iPad; Samsung Galaxy tab; PLDT Home tablet; etc],b8e,0.517737515,+,1
A games console [Playstation; Xbox; PSP; Nintendo; 3DS; etc],b8f,0.620991796,-,1
I use a postpaid plan (i.e.; with contracts),b9a,1.167908666,+,1
I use freeWIFI (at home; in school; coffee shop or cafés; malls; etc.),b9b,52.79206921,+,1
I pay for internet I use (e.g. in a cybercafé or internet cafe; PisoNet),b9c,0.049728549,+,1
I use prepaid offers (e.g. GOSurf; GIGASurf; etc.),b9d,123.3776753,+,1
null,b10a,52.95424146,+,1
My parents,b10b1,29.87324608,-,1
My siblings,b10b2,2.457950735,-,1
Relatives,b10b3,0.26572241,+,1
Friends who are the same age as I am,b10c1,63.28731286,+,1
Friends who are older than me,b10c2,0.16222139,+,1
My teacher,b10d,0.854079688,-,1
Others,b10e,1.22E-05,+,1
Hours,b11,82.69332022,-,11
Hours,b12,122.3484561,-,11
null,c1,2.554190412,-,1
null,c2,0.101220966,+,1
I learned something new by searching online,c4a,14.48907857,+,1
I used the internet for schoolwork,c4c,44.84088565,+,1
I looked for information about work or study opportunities,c4b,39.02431041,+,1
Checked maps,c4c1,7.454096482,+,1
I looked for information about the place I want to go visit/eat,c4c2,38.99892994,+,1
I looked for resources or events about my local neighbourhood,c4d,9.579687784,+,1
I got involved online in a local organisation or charity,c4f,5.492975259,+,1
I used the internet to help somebody else,c4g,13.20760047,+,1
I used the internet to talk to people from places or backgrounds different from mine,c4e,26.72316438,+,1
I looked for the news online,c4h,71.05680145,+,1
I discussed political or social problems with other people online,c4i,31.33899488,+,1
I got involved online in a campaign or protest,c4j,0.057443071,+,1
I signed a petition online,c4k,1.616034915,-,1
I used the internet to join a civic; religious or political group,c4l,5.85661944,+,1
I posted videos or music created by someone else,c4o,9.481972266,+,1
I created my own video or music and uploaded it to share,c4m,11.99155779,+,1
I created a blog or story or website online,c4n,3.252397786,+,1
I created my own artwork; designs and illustrations and uploaded them on the internet,c4o1,1.468170814,+,1
I used instant messaging [insert local examples e.g. Viber; WhatsApp],c4r,17.61943115,+,1
I visited a social network site (e.g.; Facebook [add local examples]),c4p,70.04791495,+,1
I helped someone else who needed or wanted to go online,c4t,14.48982093,+,1
I talked to family or friends who live further away (e.g. by Skype; Viber; FaceTime),c4q,18.30453845,+,1
